"Level","#","Label","Definition","Correct","Attempts","Score %","Part of Speech","Gender"
39,66,"Le drame
un drame
drame","Drama, tragedy, tragic event",,,,"noun","masc"
39,67,"La tragédie
une tragédie
tragédie","Tragedy, disaster",,,,"noun","fem"
39,68,"Apprendre","To learn
learn",,,,"verb",
39,69,"Comprendre","To understand
understand
to comprehend
comprehend",,,,"verb",
39,70,"Se méprendre","To be mistaken",,,,,
39,71,"Surprendre","To surprise
surprise",,,,"verb",
40,1,"Prendre conscience (de)
Prendre conscience de
Prendre conscience...
Prendre conscience de...
Prendre conscience","To become aware (of)",,,,,
40,2,"Prendre la correspondance","To change trains",,,,,
40,3,"Prendre une décision","To make a decision",,,,,
40,4,"Prendre l'ascenseur","To take the elevator",,,,,
40,5,"Prendre des kilos","To gain weight",,,,,
40,6,"Prendre part (à)
Prendre part à
Prendre part à...
Prendre part...","To take part (in)",,,,,
40,7,"Prendre la parole","To start talking",,,,,
40,8,"Prendre le pas sur","To surpass (Pren...)",,,,,
40,9,"Prendre le petit déjeuner","To eat breakfast",,,,,
40,10,"Prendre rendez-vous","To make an appointment",,,,,
40,11,"Prendre le métro","To take the subway",,,,,
40,12,"Prendre un café","To have a coffee",,,,,
41,1,"Le savant
un savant
savant","Scholar (Sa...)",,,,"noun","masc"
41,2,"En général","Generally (En g...)",,,,"adverb",
41,3,"Généraliser","To generalise
generalise
to generalize
generalize",,,,"verb",
41,4,"Généralement","Generally (Gén...)",,,,"adverb",
41,5,"Le scientifique
La scientifique","Scientist (Scienti...) (Can be masc or fem)",,,,,
41,6,"Observer","To observe, watch; to note, notice (O…)",,,,,
41,7,"Analyser
étudier","To analyse
analyse
study
to study
analyze
to analyze",,,,"verb",
41,8,"La physique
physique","Physics",,,,"noun","fem"
41,9,"Le physicien","Physicist",,,,,
41,10,"La chimie
une chimie
chimie","Chemistry",,,,"noun","fem"
41,11,"Le chimiste","Chemist",,,,,
41,12,"La biologie","Biology",,,,,
41,13,"La botanique","Botany",,,,,
41,14,"L'anatomie","Anatomy",,,,,
41,15,"La zoologie","Zoology",,,,,
41,16,"Le biologiste","Biologist",,,,,
41,17,"La cellule
une cellule
cellule","Cell",,,,"noun","fem"
41,18,"L'argent
argent","Money; silver",,,,"noun","masc"
41,19,"L'or
or","Gold",,,,"noun","masc"
41,20,"Doré","Golden (Adj)",,,,,
41,21,"Le poisson rouge
un poisson rouge
poisson rouge","Goldfish",,,,"phrase","masc"
41,22,"Le cuivre","Copper",,,,,
41,23,"Le fer
un fer
fer","Iron",,,,"noun","masc"
41,24,"Le soufre","Sulphur",,,,,
41,25,"Mercure","Mercury",,,,,
41,26,"Vénus","Venus",,,,,
41,27,"Terre
une terre
terre","Earth",,,,"noun","fem"
41,28,"Mars","Mars",,,,,
41,29,"Jupiter","Jupiter",,,,,
41,30,"Saturne","Saturn",,,,,
41,31,"Uranus","Uranus",,,,,
41,32,"Neptune","Neptune",,,,,
41,33,"Pluton","Pluto",,,,,
41,34,"L'étoile","Star",,,,,
41,35,"Le soleil
un soleil
soleil","Sun",,,,"noun","masc"
41,36,"La lune
une lune
lune","Moon",,,,"noun","fem"
42,1,"Le professeur
un professeur
professeur","Teacher; professor",,,,"noun","masc"
42,2,"La bourse
bourse
une bourse","Scholarship",,,,"noun","fem"
42,3,"Le diplôme
un diplôme
diplôme","Diploma",,,,"noun","masc"
42,4,"Le bac","(informal) high school exit exam in France; A level",,,,,
42,5,"Le baccalauréat","Baccalaureat (≈ A-level, high school diploma) (bac is short for this)",,,,,
42,6,"La bibliothèque
une bibliothèque
bibliothèque","Library",,,,"noun","fem"
42,7,"Les notes","Grades (on a test)",,,,,
42,8,"Le cours","Class, course (Cou…)",,,,,
42,9,"La classe","Grade (I.e. 6th grade); class, type, group; class (in school)",,,,,
42,10,"Le tableau
un tableau
tableau","Chalkboard, board",,,,"noun","masc"
42,11,"La craie","Chalk",,,,,
42,12,"Le pupitre","Desk",,,,,
42,13,"La cantine","Cafeteria (Can...)",,,,,
42,14,"Déjeuner","To have lunch
lunch
have lunch
to lunch",,,,"verb",
42,15,"La deuxième classe","10th grade",,,,,
42,16,"La première classe","11th grade",,,,,
42,17,"La classe terminale","12th grade",,,,,
42,18,"Passer un examen","To take an exam",,,,,
42,19,"Réussir un examen","To pass an exam",,,,,
42,20,"Rater un examen","To fail an exam",,,,,
42,21,"Poser une question","To ask a question (P...une q...)",,,,,
42,22,"Lever la main","To raise (one's hand)",,,,,
42,23,"Entendre","To hear
hear",,,,"verb",
42,24,"Regarder","To look, to watch
look
watch",,,,"verb",
42,25,"L'étudiant","Student (Male)",,,,,
42,26,"L'étudiante","Student (Female)",,,,,
42,27,"Le collège","Jr. high school (grades 6-9)",,,,,
42,28,"Le lycée","High school (grades 10-12)",,,,,
42,29,"Le collégien","Jr. high school student",,,,,
42,30,"Le lycéen","High school student",,,,,
42,31,"L'université","The university (institution of higher education)",,,,,
42,32,"La fac","(informal, France) university (like faks)",,,,,
42,33,"La faculté","Department (of a university); (by extension) a university (Fa…)",,,,,
42,34,"L'enseignement supérieur","Higher education",,,,,
42,35,"Le stylo
un stylo
stylo","Pen",,,,"noun","masc"
42,36,"Le crayon
un crayon
crayon","Pencil",,,,"noun","masc"
42,37,"La calculatrice","Calculator",,,,,
42,38,"Le bouquin","(Colloquial) Book",,,,,
42,39,"Le cahier
un cahier
cahier","Notebook (Ca...)
copybook",,,,"noun","masc"
42,40,"Nul","Of poor quality, lousy, rubbish (Adj) (N…)",,,,,
42,41,"Intelligent","Intelligent (Adj)",,,,,
42,42,"Le papier
un papier
papier","Paper",,,,"noun","masc"
42,43,"La feuille de papier","Sheet of paper",,,,,
42,44,"La feuille
une feuille
feuille","Leaf",,,,"noun","fem"
42,45,"Le bloc-notes","Notebook (book) (Bloc-n…)",,,,,
42,46,"Le classeur","Three-ring binder",,,,,
42,47,"Le sac à dos
un sac à dos
sac à dos","Rucksack, backpack",,,,"noun","masc"
42,48,"La gomme
une gomme","Rubber, eraser",,,,"noun","fem"
42,49,"La règle","Rule (regulation); ruler (measuring tool) (Rè…)",,,,,
42,50,"Le feutre","Marker (Feu…)",,,,,
43,1,"Pour être honnête…
Pour être honnête","To be honest…",,,,,
43,2,"Le bras
un bras
bras","Arm",,,,"noun","masc"
43,3,"La jambe
une jambe
jambe","Leg",,,,"noun","fem"
43,4,"La main
main
une main","Hand",,,,"noun","fem"
43,5,"La tête
une tête
tête","Head",,,,"noun","fem"
43,6,"Casser","To break
break",,,,"verb",
43,7,"Anglais
anglaise","English (Adj)",,,,"adjective",
43,8,"Espagnol","The Spanish language; (Adj) Spanish",,,,,
43,9,"Russe","Russian (Noun, Adj, and language)",,,,"adjective",
43,10,"Allemand
allemande","German (Adj)",,,,"adjective",
43,11,"Néerlandais
néerlandaise","Dutch (Adj) (Né...)",,,,"adjective",
43,12,"Hollandais
hollandaise","Dutch (Adj) (H...)",,,,"adjective",
43,13,"Italien
italienne","Italian",,,,"adjective",
43,14,"L'économie
une économie
économie","Economics; economy",,,,"noun","fem"
43,15,"La géographie
une géographie
géographie","Geography",,,,"noun","fem"
43,16,"L'histoire
une histoire
histoire","Story, tale; history",,,,"noun","fem"
43,17,"L'ingénierie","Engineering",,,,,
43,18,"L'ingénieur
un ingénieur
ingénieur","Engineer",,,,"noun","masc"
43,19,"La musique
une musique
musique","Music",,,,"noun","fem"
43,20,"La littérature","Literature",,,,"noun","fem"
43,21,"Le dessin","Drawing; design (pattern) (De…)",,,,,
43,22,"Répondre","To answer
answer
to reply
reply",,,,"verb",
43,23,"Acquérir","To acquire
acquire",,,,"verb",
43,24,"S'asseoir","(reflexive) To sit down; to sit up; to take a seat",,,,,
43,25,"Devoir","To have to (D...)
have to",,,,"verb",
43,26,"Dormir","To sleep
sleep",,,,"verb",
43,27,"Falloir","To have to (F...)
have to",,,,"verb",
43,28,"Partir","To leave (P...)
leave",,,,"verb",
43,29,"Recevoir","To receive
receive",,,,"verb",
43,30,"Savoir","To know (used for facts, things known by heart, or abilities)
to know",,,,"verb",
43,31,"Servir","To serve
serve",,,,"verb",
43,32,"Voir","To see
see",,,,"verb",
43,33,"Boire","To drink
drink",,,,"verb",
43,34,"Conduire","To drive (a vehicle) (Con…)",,,,,
43,35,"Croire","To believe
believe",,,,"verb",
43,36,"Dire","To say
say",,,,"verb",
43,37,"Rire","To laugh
laugh",,,,"verb",
43,38,"Le rire
un rire
rire","Laugh",,,,"noun","masc"
43,39,"Adorer","To adore
adore",,,,"verb",
43,40,"La religion
religion
une religion","Religion",,,,"noun","fem"
43,41,"Le Christianisme","Christianity",,,,,
43,42,"L'Islam","Islam",,,,,
43,43,"Le Judaïsme","Judaism",,,,,
43,44,"Le Juif","Jew (Male)",,,,,
43,45,"La Juive","Jew (Female)",,,,,
43,46,"L'athée","Atheist",,,,,
43,47,"Le Père noël","Santa Clause",,,,,
43,48,"Le 14 juillet","Bastille Day",,,,,
43,49,"L'anniversaire","Birthday",,,,,
43,50,"Le gâteau
un gâteau
gâteau","Cake, biscuit",,,,"noun","masc"
43,51,"Le cadeau
un cadeau
cadeau","Present, gift",,,,"noun","masc"
43,52,"La bougie","Candle",,,,,
43,53,"La fête
une fête
fête","Celebration, party; holiday
party",,,,"noun","fem"
43,54,"Inviter","To invite
invite",,,,"verb",
43,55,"Donner une fête","To throw a party",,,,,
43,56,"Le Nouvel An","New Year's Day",,,,,
43,57,"Le Noël","Christmas",,,,,
43,58,"Le Réveillon","Christmas Eve",,,,,
44,1,"Porter","To carry
carry",,,,"verb",
44,2,"Demander","To ask for, to request
ask for
request",,,,"verb",
44,3,"Payer","To pay
pay",,,,"verb",
44,4,"Payer à la caisse","To pay at the counter",,,,,
44,5,"Faire du shopping","To go shopping",,,,,
44,6,"Vendre","To sell
sell",,,,"verb",
44,7,"Acheter","To buy
buy
to purchase
purchase",,,,"verb",
44,8,"Le magasin
un magasin
magasin","Shop, store (M...)",,,,"noun","masc"
44,9,"Le centre commercial","Shopping mall",,,,,
44,10,"Le grand magasin","Department store",,,,,
44,11,"Le rayon","Department (of department store), section (of shop)",,,,,
44,12,"La boutique
une boutique
boutique","Shop, store (B...)
boutique",,,,"noun","fem"
44,13,"La pharmacie","Pharmacy",,,,,
44,14,"Le marché
un marché
marché","Market",,,,"noun","masc"
44,15,"Le vendeur
un vendeur
vendeur","Salesman",,,,"noun","masc"
44,16,"La vendeuse","Saleswoman",,,,,
44,17,"Le cassier","Cashier (Cas...) (Male)",,,,,
44,18,"La cassière","Cashier (Cas…) (Feminine)",,,,,
44,19,"Cher
chère","Expensive
dear",,,,"adjective",
44,20,"Chère","(Feminine form of cher)",,,,,
44,21,"En solde","On sale (En s…)",,,,,
44,22,"Le prix
un prix
prix","Price",,,,"noun","masc"
44,23,"Coûter","To cost
cost",,,,"verb",
44,24,"Le supermarché
un supermarché
supermarché","Supermarket",,,,"noun","masc"
44,25,"L'hypermarché","Hypermarket",,,,,
44,26,"La boucherie
une boucherie
boucherie","Butcher's shop
butcher's",,,,"noun","fem"
44,27,"La boulangerie
une boulangerie
boulangerie","Bakery
baker's
baker's shop",,,,"noun","fem"
44,28,"La pâtisserie
une pâtisserie
pâtisserie","Pastry shop
cake shop
patisserie",,,,"noun","fem"
44,29,"Le dépôt de pain","A place that sells bread",,,,,
44,30,"La charcuterie","Delicatessen",,,,,
44,31,"La crèmerie","Dairy store",,,,,
44,32,"La poissonnerie","Seafood store; fishmonger (La poi…)",,,,,
44,33,"L'épicerie","Grocery store (É…)",,,,,
44,34,"Le cambrioleur","Burglar",,,,,
44,35,"Peser","To weigh
to weigh",,,,"verb",
44,36,"Mener","To drive, to take (M...)
drive
take",,,,"verb",
45,1,"Le plat régional","Local dish",,,,,
45,2,"Le vin de palme","Palm wine",,,,,
45,3,"La bière de gingembre","Ginger beer",,,,,
45,4,"La bière ougandaise","Ugandan beer",,,,,
45,5,"La bière de banane","Banana beer / banana wine",,,,,
45,6,"La viande de brousse","Bushmeat",,,,,
45,7,"Le maboké","A dish in Centrafrican cuisine of Central African Republic. It is a fish dish, with ingredients wrapped in a type of leaf.",,,,,
45,8,"Le beurre de cacahuètes","Peanutbutter",,,,,
45,9,"La banane plantain","Plantain",,,,,
45,10,"La banane
une banane
banane","Banana",,,,"noun","fem"
45,11,"Le millet","Millet",,,,,
45,12,"Le riz
rice","Rice",,,,"noun","masc"
45,13,"Le sésame","Sesame",,,,,
45,14,"La sauce","Sauce",,,,,
45,15,"Le champignon","Mushroom",,,,,
45,16,"Le foufou","Fufu",,,,,
45,17,"La soupe d'egusi","Egusi soup",,,,,
45,18,"La graine","Seed",,,,,
45,19,"L'igname","Yam (feminine)",,,,,
45,20,"Le gombo","Okra",,,,,
45,21,"La patate douce","Sweet potato",,,,,
45,22,"L’arachide","Peanut (Ar…)",,,,,
45,23,"La cacahuète","Peanut (Ca…)",,,,,
45,24,"La mangue
une mangue
mangue","Mango",,,,"noun","fem"
46,1,"Le sous-continent","Subcontinent",,,,,
46,2,"L'Afrique subsaharienne","Subsaharan Africa",,,,,
46,3,"Le Sahara","Sahara",,,,,
46,4,"Exactement","Exactly (Adv)",,,,"adverb",
46,5,"L'Oubangui","Ubangi river",,,,,
46,6,"La République centrafricaine","Central African Republic",,,,,
46,7,"Le lac Victoria","Lake Victoria",,,,,
46,8,"Le haoussa","Hausa language",,,,,
46,9,"Le malgache","Malagasy language",,,,,
46,10,"L'entreprise
une entreprise
entreprise","Enterprise, company",,,,"noun","fem"
46,11,"La compagnie
une compagnie
compagnie","Company (C...)",,,,"noun","fem"
46,12,"L'œuvre","Work, book, piece",,,,,
46,13,"La chemise
une chemise
chemise","Shirt",,,,"noun","fem"
46,14,"La cravate
une cravate
cravate","Necktie, tie",,,,"noun","masc"
46,15,"Le pantalon","Trousers",,,,"noun","masc"
46,16,"Le complet","Suit (Com…)",,,,,
46,17,"Le costume","Suit (Cos…)",,,,,
46,18,"Le manteau
un manteau
manteau","Coat",,,,"noun","masc"
46,19,"La robe
une robe
robe","Dress",,,,"noun","fem"
46,20,"La casquette
une casquette
casquette","Cap",,,,"noun","fem"
46,21,"Le casque
un casque
casque","Headphones",,,,"noun","masc"
46,22,"Le polo","Polo shirt",,,,,
46,23,"Le pull
un pull
pull","Jumper, sweater
pullover",,,,"noun","masc"
46,24,"La veste
une veste
veste","Jacket",,,,"noun","fem"
46,25,"Le jean
un jean
jean","Jeans",,,,"noun","masc"
46,26,"Les chaussures","Shoes",,,,,
46,27,"La paire de chaussures","Pair of shoes",,,,,
46,28,"Les sandales","Sandals",,,,,
46,29,"Les tennis","Tennis shoes",,,,,
46,30,"Appuyer","To press; to support (App...)
press
to press down
press down",,,,"verb",
46,31,"Employer","To employ
employ",,,,"verb",
46,32,"Essayer","To try
try",,,,"verb",
46,33,"Essuyer","To wipe
wipe",,,,"verb",
46,34,"Nettoyer","To clean (housework)
clean",,,,"verb",
46,35,"Tutoyer","(transitive) to thou (to address (someone) using the informal second-person pronoun tu rather than the formal vous)",,,,,
46,36,"Le cinéma
un cinéma
cinéma","Cinema (The art of making movies, the movie industry, or a movie theatre) (C...)",,,,"noun","masc"
46,37,"La télévision
une télévision
télévision","Television
TV
TV set",,,,"noun","fem"
46,38,"Le sport
un sport
sport","Sport",,,,"noun","masc"
46,39,"Sportif","Athletic (Adj) (S...)",,,,,
47,1,"Louer","To rent
rent",,,,"verb",
47,2,"Le film
un film
film","Film",,,,"noun","masc"
47,3,"Filmer","To film
film",,,,"verb",
47,4,"Le film d'horreur
un film d'horreur
film d'horreur","Horror movie
horror movie",,,,"phrase","masc"
47,5,"Le réalisateur
un réalisateur
réalisateur","Director, film maker",,,,"noun","masc"
47,6,"La salle du cinéma","Theater showing room",,,,,
47,7,"Le guichet","Ticket office, box office",,,,,
47,8,"Le dessin animé","Cartoon",,,,,
47,9,"Le documentaire
un documentaire
documentaire","Documentary",,,,"noun","masc"
47,10,"Le film d'amour","Love story film",,,,,
47,11,"Le film d'aventures","Adventure movie",,,,,
47,12,"Le film de science-fiction","Science fiction movie",,,,,
47,13,"Appartenir","To belong
belong",,,,"verb",
47,14,"Contenir","To contain
contain",,,,"verb",
47,15,"Détenir","To hold, to detain
hold
detain",,,,"verb",
47,16,"Retenir","To retain
retain",,,,"verb",
47,17,"Se souvenir","To remember, to recall
remember
recall
to recollect
recollect",,,,"verb",
47,18,"Soutenir","To support (Sou…)",,,,,
47,19,"Tenir","To hold
hold",,,,"verb",
47,20,"Suggérer","To suggest
suggest",,,,"verb",
47,21,"Proposer","To propose, to suggest
propose
suggest",,,,"verb",
47,22,"Accélérer","To speed up, to accelerate
speed up
accelerate",,,,"verb",
47,23,"Célébrer","To celebrate (C...)
celebrate",,,,"verb",
47,24,"Espérer","To hope (Es…)",,,,,
47,25,"Oblitérer","To obliterate",,,,,
47,26,"Préférer","To prefer
prefer",,,,"verb",
47,27,"Sec
sèche","Dry (Adj)",,,,"adjective",
47,28,"Mouillé
mouillée","Wet (Adj)",,,,"adjective",
47,29,"Sécher","To dry",,,,,
47,30,"Produire","To produce
produce",,,,"verb",
47,31,"Réduire","To reduce",,,,,
47,32,"Traduire","To translate
translate",,,,"verb",
47,33,"La traduction
une traduction
traduction","Translation",,,,"noun","fem"
47,34,"Le traducteur","Translator",,,,,
47,35,"Découvrir","To discover
discover",,,,"verb",
47,36,"Tomber","To fall",,,,,
47,37,"Descendre","To go down
go down",,,,"verb",
47,38,"Entrer","To enter",,,,,
47,39,"Revenir","To come back
come back
to return
return",,,,"verb",
48,1,"Se lever","To get up",,,,,
48,2,"Se laver","To wash (oneself)",,,,,
48,3,"Se raser","To shave",,,,,
48,4,"Se doucher","To shower",,,,,
48,5,"La douche
une douche
douche","Shower",,,,"noun","fem"
48,6,"Se baigner","To bathe (oneself)",,,,,
48,7,"Se brosser les dents","To brush one's teeth",,,,,
48,8,"S'habiller","To dress (oneself)",,,,,
48,9,"Falloir","To have to (F...)
have to",,,,"verb",
48,10,"La faute
une faute
faute","Fault",,,,"noun","fem"
48,11,"Nager","To swim
swim",,,,"verb",
48,12,"Exiger","To require (Ex...)
require",,,,"verb",
48,13,"Permettre","To allow, to permit
allow
permit",,,,"verb",
48,14,"Remettre","To put back
put back",,,,"verb",
48,15,"Soumettre","To submit
submit",,,,"verb",
48,16,"Mettre au jour","To bring to light",,,,,
48,17,"Mettre de l'argent de côté","To put money aside",,,,,
49,1,"La banane
une banane
banane","Banana",,,,"noun","fem"
49,2,"La cerise
une cerise
cerise","Cherry",,,,"noun","fem"
49,3,"Le citron
citron
un citron","Lemon",,,,"noun","masc"
49,4,"La fraise","Strawberry",,,,,
49,5,"L'orange
une orange
orange","Orange (feminine)",,,,"noun","fem"
49,6,"La pomme
une pomme
pomme","Apple",,,,"noun","fem"
49,7,"Le raisin
un raisin
raisin","Grape",,,,"noun","masc"
49,8,"Le pamplemousse","Grapefruit",,,,,
49,9,"La carotte
une carotte
carotte","Carrot",,,,"noun","fem"
49,10,"Les épinards
épinards
des épinards","Spinach",,,,"noun plural","masc"
49,11,"L'oignon
un oignon
oignon","Onion",,,,"noun","masc"
49,12,"Les petits pois","Peas",,,,,
49,13,"La pomme de terre
une pomme de terre
pomme de terre","Potato",,,,"noun","fem"
49,14,"La tomate
une tomate
tomate","Tomato",,,,"noun","fem"
49,15,"Les asperges","Asparagus",,,,,
49,16,"Les haricots","Beans",,,,,
49,17,"Les fruits de mer","Seafood",,,,,
49,18,"L'agneau
un agneau
agneau","Lamb",,,,"noun","masc"
49,19,"La dinde","Turkey",,,,,
49,20,"Le jambon
un jambon
jambon","Ham",,,,"noun","masc"
49,21,"Le porc
porc","Pork",,,,"noun","masc"
49,22,"Le poulet
un poulet
poulet","Chicken",,,,"noun","masc"
49,23,"Le bœuf
un boeuf
boeuf","Beef",,,,"noun","masc"
49,24,"La saucisse
une saucisse
saucisse","Sausage",,,,"noun","fem"
49,25,"Le crabe","Crab",,,,,
49,26,"Le saumon","Salmon",,,,,
49,27,"Le beurre
un beurre
beurre","Butter",,,,"noun","masc"
49,28,"Le fromage
un fromage
fromage","Cheese",,,,"noun","masc"
49,29,"Le fromage blanc
un fromage blanc
fromage blanc","Cottage cheese
fromage blanc",,,,"noun","masc"
49,30,"Le lait
un lait
lait","Milk",,,,"noun","masc"
49,31,"Le yaourt
yaourt
un yaourt","Yogurt",,,,"noun","masc"
49,32,"Le bonbon
un bonbon
bonbon","Sweet, candy",,,,"noun","masc"
49,33,"Le chocolat
un chocolat
chocolat","Chocolate",,,,"noun","masc"
49,34,"Le gâteau
un gâteau
gâteau","Cake, biscuit",,,,"noun","masc"
49,35,"La glace
glace
de la glace","Ice, ice cream",,,,"noun","fem"
49,36,"La mousse","Mousse",,,,,
49,37,"La tarte
une tarte
tarte","Pie, tart",,,,"noun","fem"
49,38,"La glace au chocolat","Chocolate ice cream",,,,,
49,39,"La glace à la vanille","Vanilla ice cream",,,,,
49,40,"La crêpe","Pancake",,,,,
49,41,"La moutarde","Mustard",,,,,
49,42,"Le pain
un pain
pain","Bread",,,,"noun","masc"
49,43,"Le poivre
poivre
un poivre","Pepper (black)",,,,"noun","masc"
49,44,"Le sel
un sel
sel","Salt",,,,"noun","masc"
49,45,"Le sucre
sucre
un sucre","Sugar",,,,"noun","masc"
49,46,"La confiture","Jam",,,,,
49,47,"La bière
une bière
bière","Beer, ale, lager",,,,"noun","fem"
49,48,"Le café
un café
café","Coffee",,,,"noun","masc"
49,49,"Le lait chocolaté
chocolat au lait","Chocolate milk",,,,"noun","masc"
49,50,"Le chocolat chaud
un chocolat chaud
chocolat chaud","Hot chocolate
hot cocoa",,,,"noun","masc"
49,51,"Le coca","Coke",,,,,
49,52,"La limonade
une limonade
limonade","Lemonade",,,,"noun","fem"
49,53,"Le jus
un jus
jus","Juice",,,,"noun","masc"
49,54,"Le jus d'orange","Orange juice",,,,,
49,55,"Le jus de pomme","Apple juice",,,,,
49,56,"Le jus de tomate","Tomato juice",,,,,
49,57,"Le thé","Tea",,,,,
49,58,"Le vin
le vin
un vin
du vin","Wine",,,,"noun","masc"
49,59,"Commander
ordonner","To order (At a restaurant)
order",,,,"verb",
49,60,"Le poisson
un poisson
poisson","Fish",,,,"noun","masc"
50,1,"La cuisine","Kitchen; cuisine",,,,,
50,2,"La salle à manger","Dining room",,,,,
50,3,"Le restaurant
un restaurant
restaurant","Restaurant",,,,"noun","masc"
50,4,"Le repas
un repas
repas","Meal",,,,"noun","masc"
50,5,"Le petit déjeuner","Breakfast",,,,,
50,6,"Le déjeuner","Lunch",,,,,
50,7,"Dîner","To dine
dine",,,,"verb",
50,8,"Le dîner","Dinner",,,,,
50,9,"Le goûter
un goûter
goûter","Snack
afternoon tea",,,,"noun","masc"
50,10,"Goûter","To taste
taste",,,,"verb",
50,11,"Avoir faim","To be hungry",,,,,
50,12,"Avoir soif","To be thirsty",,,,,
50,13,"Mettre le couvert","To set the table",,,,,
50,14,"Préparer un repas","To prepare a meal",,,,,
50,15,"Le gramme","Gram",,,,,
50,16,"Le kilo","Kilogram",,,,,
50,17,"La bouteille
une bouteille
bouteille","Bottle",,,,"noun","fem"
50,18,"La boîte","Box, container; tin, can; club (like a nightclub)",,,,,
50,19,"Le pot
un pot
pot","Jar, pot, tub",,,,"noun","masc"
50,20,"Arriver","To arrive; to happen; to manage to",,,,,
50,21,"Trouver","To find
find
to find out
find out",,,,"verb",
50,22,"La table occupée","Occupied table",,,,,
50,23,"La table libre","Free table",,,,,
50,24,"Désirer","To desire
desire",,,,"verb",
50,25,"Le serveur
serveur
un serveur","Waiter",,,,"noun","masc"
50,26,"La serveuse","Waitresse",,,,,
50,27,"La carte","Menu",,,,,
50,28,"L'addition","Check (at the end of a meal)",,,,,
50,29,"Le pourboire
un pourboire
pourboire","Tip, gratuity",,,,"noun","masc"
50,30,"Laisser","To leave (Lai...)
leave",,,,"verb",
50,31,"Commencer","To begin
begin
to start
start",,,,"verb",
50,32,"Effacer","To erase
erase",,,,"verb",
50,33,"L'assiette
une assiette
assiette","Plate",,,,"noun","fem"
50,34,"L'assiette de crudités
une assiette de crudités
assiette de crudités","Plate of raw vegetables",,,,"phrase","fem"
50,35,"Le bol
un bol
bol","Bowl",,,,"noun","masc"
50,36,"La soucoupe","Saucer",,,,,
50,37,"Le couteau
un couteau
couteau","Knife",,,,"noun","masc"
50,38,"La cuillère
une cuillère
cuillère","Spoon",,,,"noun","fem"
50,39,"La petite cuillère
une petite cuillère
petite cuillère","Teaspoon",,,,"noun","fem"
50,40,"La fourchette
une fourchette","Fork",,,,"noun","fem"
50,41,"La serviette","Napkin",,,,,
50,42,"La nappe","Tablecloth",,,,,
50,43,"La tasse
une tasse
tasse","Cup",,,,"noun","fem"
50,44,"Le verre
un verre
verre","Glass",,,,"noun","masc"
50,45,"Apparaître","To appear
appear",,,,"verb",
50,46,"Disparaître","To disappear
disappear",,,,"verb",
50,47,"Naître","To be born
be born",,,,"verb",
50,48,"Téléphoner","To telephone
telephone
to phone
phone",,,,"verb",
50,49,"E-mail-adresse","E-mail address (E-mail…)",,,,,
50,50,"Envoyer","To send
send",,,,"verb",
51,1,"Dire","To say
say",,,,"verb",
51,2,"Recevoir","To receive
receive",,,,"verb",
51,3,"Envoyer","To send
send",,,,"verb",
51,4,"L'ordinateur
un ordinateur
ordinateur","Computer",,,,"noun","masc"
51,5,"L'écran","Screen",,,,,
51,6,"Le clavier","Keyboard",,,,,
51,7,"La souris
une souris
souris","Mouse",,,,"noun","fem"
51,8,"L'imprimante","Printer",,,,,
51,9,"Le disque
un disque
disque","Disc",,,,"noun","masc"
51,10,"Utiliser","To use
use
to utilise
utilise
to utilize
utilize
to employ
employ",,,,"verb",
51,11,"Taper","To type (on a computer)",,,,,
51,12,"Sauvegarder","To save (a file)",,,,,
51,13,"Le fichier
un fichier
fichier","File (computing)",,,,"noun","masc"
51,14,"Le software","Software",,,,,
51,15,"Le hardware","Hardware",,,,,
51,16,"Le logiciel
un logiciel
logiciel","Software (Log...)",,,,"noun","masc"
51,17,"Le programme
un programme
programme","Program",,,,"noun","masc"
51,18,"La programmation
une programmation
programmation","Programming",,,,"noun","fem"
51,19,"Le document
un document
document","Document; (computing) file)",,,,"noun","masc"
51,20,"Connecter","To connect
connect",,,,"verb",
51,21,"Être connecté","To be connected",,,,,
51,22,"Le site
un site
site","Site",,,,"noun","masc"
51,23,"Télécharger","To download",,,,,
51,24,"Cliquer","To click",,,,,
51,25,"Allumer","To turn on
turn on",,,,"verb",
51,26,"Éteindre","To put out (of a fire)
put out",,,,"verb",
51,27,"Naviguer sur Internet","To navigate the internet (Nav…sur in…)",,,,,
51,28,"Les langues slaves","Slavic languages",,,,,
52,1,"L'aéroport
un aéroport
aéroport","Airport",,,,"noun","masc"
52,2,"Le passeport
un passeport
passeport","Passport",,,,"noun","masc"
52,3,"Le chariot","Shopping cart",,,,,
52,4,"Les arrivées","Arrivals (at an airport)",,,,,
52,5,"Les départs","Departures (at an airport)",,,,,
52,6,"Les bagages","Baggage",,,,,
52,7,"Les bagages à main","Carry-on baggage",,,,,
52,8,"La livraison des bagages","Baggage claim",,,,,
52,9,"Enregistrer","To check in (one's baggage)",,,,,
52,10,"Arriver en avance","To arrive early",,,,,
52,11,"Arriver en retard","To arrive late",,,,,
52,12,"La compagnie aérienne","Airline company",,,,,
52,13,"Le billet d'avion simple","One-way plane ticket",,,,,
52,14,"Le billet d'avion aller-retour","Round-trip plane ticket",,,,,
52,15,"La classe tourisme","Coach (on a plane)",,,,,
52,16,"La première classe","First class (on a plane)",,,,,
52,17,"Passer à la douane","To go through customs",,,,,
52,18,"Le contrôleur","Security officer",,,,,
52,19,"La porte","Gate (at an airport)",,,,,
52,20,"Embarquer","To board (a plane)",,,,,
