Level	Label	Definition
57	"Le cou
un cou
cou"	Neck
57	"Les cheveux
cheveux
des cheveux"	Hair
57	Le cheveu	A headhair (still with definite article)
57	L'ongle	Nail (Masc.)
57	"Le poumon
un poumon
poumon"	Lung
57	L'estomac	Stomach
57	Le cœur	Heart
57	"Le foie
un foie
foie"	Liver
57	L'intestin	Intestine
57	L'os	Bone (Masc.)
57	"Le crâne
un crâne
crâne"	"Skull, cranium"
57	"Le muscle
un muscle
muscle"	Muscle
57	"Le cerveau
un cerveau
cerveau"	Brain
57	La rate	Spleen
57	L'utérus	Womb
57	Le nombril	"Navel, belly button"
57	Debout	Standing (Adv)
57	Assis	"Sat, seated (Adj)"
57	Couché	"Laying, lying down, in bed (Adj)"
57	À genoux	Kneeling
57	Accroupir	"To crouch, squat"
58	Par cœur	By heart
58	Autrement dit	In other words (Aut...di...)
58	En d'autres termes	In other words (En d'a...t...)
58	De temps en temps	"From time to time, once in a while (De te...en t...)"
58	Retrouver	"(transitive) To go back to, to return to (Retrou...)"
58	Appuyer	"To press; to support (App...)
press
to press down
press down"
58	Payer	"To pay
pay"
58	Le hochet	Rattle (baby's toy)
58	"L'adolescent
un adolescent
adolescent"	"Teenager, adolescent"
58	Le flic	"(slang, derogatory) copper, pig, rozzer; (police officer) (Fl…)"
58	Les flics	The cops
58	Faire l'école buissonnière	To skip classes
58	Danser	"To dance
dance"
58	Dormir	"To sleep
sleep"
58	"Combattre
se battre"	"To fight
fight"
58	Rompre	"To break up
break up"
58	Rejoindre	"To meet, to join
meet
join"
58	Peindre	"To paint
paint"
58	Vaincre	"To defeat
defeat"
58	Les nouvelles	News (Nouv…)
58	"L'actualité
une actualité
actualité"	"Current events
current affairs"
58	"Le voleur
un voleur
voleur"	Thief
58	"L'incendie
un incendie
incendie"	Fire
58	"Le vandalisme
un vandalisme
vandalisme"	Vandalism
58	L'acte de terrorisme	Act of terrorism
58	"La criminalité
une criminalité
criminalité"	Crime
58	L'élection présidentielle	Presidential election
58	"Le sénateur
un sénateur
sénateur"	Senator
58	Le sénat	Senate
58	"Le gouvernement
un gouvernement
gouvernement"	Government
58	Gouverner	"To govern
govern"
58	"Le président
un président
président"	President
58	"Le ministre
un ministre
ministre"	Minister
58	Généreux	Generous (Adj)
58	Gentil	"Helpful, kind (Adj) (G…)"
58	Vilain	Ugly (Adj) (V…)
58	"Laid
laide"	Ugly (Adj) (L...)
58	Court	Short (Adj)
58	"Affreux
affreuse"	Dreadful (Adj)
58	"Méchant
méchante"	Mean (Adj)
58	Pauvre	Poor (Adj)
58	Riche	Rich (Adj)
58	"Est
l'est"	East
58	"Sud
le sud"	South
58	"Ouest
l'ouest"	West
58	"Nord
nord"	North
59	L'Afghanistan	Afghanistan
59	L'Afrique du Sud	South Africa
59	L'Arabie saoudite	Saudi Arabia
59	Les Bahamas	The Bahamas
59	L'Argentine	Argentina
59	L'Angleterre	England
59	"Le Cambodge
Cambodge"	Cambodia
59	Les Comores	Comoro Islands
59	La Corée du Sud	South Korea
59	La Côte d'Ivoire	Ivory Coast
59	La Belgique	Belgium
59	L'Autriche	Austria
59	L'Allemagne	Germany
59	Le Danemark	Denmark
59	L'Écosse	Scotland
59	L'Égypte	Egypt
59	La Grèce	Greece
59	L'Inde	India
59	Le Cameroun	Cameroon
59	Le Chili	Chile
59	Le Cap-Vert	Cape Verde
59	La Chine	China
59	L'Islande	Iceland
59	L'Irlande	Ireland
59	La Finlande	Finland
59	Les Émirats arabes unis	United Arab Emirates
59	L'Espagne	Spain
59	Le Congo	Congo
59	Le Canada	Canada
59	La Croatie	Croatia
59	Le Brésil	Brazil
59	L'Arménie	Armenia
59	Les États-Unis d'Amérique	The United States of America
59	La Géorgie	Georgia
59	La Transnistrie	Transnistria
59	La Moldavie	Moldova
59	L'Italie	Italy
59	Le Japon	Japan
59	La Jordanie	Jordan
59	Le Koweït	Kuwait
59	Le Liban	Lebanon
59	La Libye	Libya
59	Madagascar	Madagascar (DOESN'T GO WITH DEFINITE ARTICLE)
59	La Macédoine	Macedonia
59	La Lituanie	Lithuania
59	Le Mexique	Mexico
59	Le Maroc	Morocco
59	Le Nigéria	Nigeria
59	La Nouvelle-Zélande	New Zealand
59	L'Ouganda	Uganda
59	La Papouasie-Nouvelle-Guinée	Papua New Guinea
59	Le Pays de Galles	Wales
59	Les Pays-Bas	The Netherlands
59	La Suisse	Switzerland
59	Porto Rico	Puerto Rico
59	La République tchèque	Czech Republic
59	La Roumanie	Romania
59	Le Royaume-Uni	The United Kingdom
59	Le Salvador	El Salvador
59	La Slovaquie	Slovakia
59	La Slovénie	Slovenia
59	Le Soudan	Sudan
59	La Syrie	Syria
59	Le Tchad	Chad
59	La Turquie	Turkey (T…)
59	La Tunisie	Tunisia
59	La Yougoslavie	Yugoslavia
59	La Hongrie	Hungary
59	La Communauté d'Afrique de l'Est	East African Community
59	La Fédération d'Afrique de l'Est	East African Federation
59	L'Union soviétique	Soviet Union
59	L'Union européenne	European Union
60	L’Organisation internationale de la francophonie	Organisation internationale de la Francophonie
60	"La France
France"	France
60	L'Andorre	Andorra
60	La Belgique	Belgium
60	Le Bénin	Benin
60	Le Burkina Faso	Burkina Faso
60	Le Burundi	Burundi
60	L’Indochine française	French Indochina
60	"Le Cambodge
Cambodge"	Cambodia
60	Le Cameroun	Cameroon
60	La République centrafricaine	Central African Republic
60	RCA	CAR
60	Le Tchad	Chad
60	Les Comores	Comoro Islands
60	Le Gabon	Gabon
60	La Guinée équatoriale	Equatorial Guinea
60	L'Égypte	Egypt
60	La Dominique	Dominica
60	Djibouti	Djibouti
60	La Côte d’Ivoire	Ivory Coast
60	La république du Congo	Republic of Congo
60	La république démocratique du Congo	Democratic Republic of Congo
60	Le Vanuatu	Vanuatu
60	Le Togo	Togo
60	Les Seychelles	Seychelles
60	Le Rwanda	Rwanda
60	Le Niger	Niger
60	Le Maroc	Morocco
60	Monaco	Monaco
60	Maurice	Mauritius
60	Madagascar	Madagascar (DOESN'T GO WITH DEFINITE ARTICLE)
60	Le Mali	Mali
60	La Mauritanie	Mauritania
60	Le Liban	Lebanon
60	Le Luxembourg	Luxembourg
60	Le Laos	Laos
60	Haïti	Haiti
60	La Guinée	Guinea
60	Le Viêt Nam	Vietnam
60	La Nouvelle-Calédonie	New Caledonia
61	"Rien
un rien"	Nothing (Pronoun)
61	Quelque chose	Something (Pronoun)
61	Quelqu'un	"Someone, somebody, anyone, anybody (Pronoun)"
61	Tout	Everything (Pronoun)
61	Tout le monde	"Everyone, everybody (Pronoun)"
61	Plus tard	Later
61	Plus tôt	Earlier
61	Personne	"(with ne) no one, nobody (Pronoun)"
61	Jamais	(with ne) never; ever (Adv)
61	Parfois	Sometimes (Adv)
61	Toujours	Always (Adv) (Tou…)
61	Pour toujours	Forever (Adv) (Po…to…)
62	Septante	"(Belgium, Switzerland, Congo, Acadian, Savoy) seventy"
62	Octante	(archaic) eighty (Oct…)
62	Huitante	"(obsolete outside Vaud, Valais and Fribourg in Switzerland, and other dialects:, Acadian) eighty (Hui…)"
62	Nonante	"(Switzerland, Belgium, Congo, Rwanda, Acadian) ninety"
62	Septantième	(Ordinal form of septante)
62	Octantième	(Ordinal form of octante)
62	Huitantième	(Ordinal form of huitante)
62	Nonantième	(Ordinal form of nonante)
62	"Septantaine
La septantaine"	(Approximate form of septante)
62	"Octantaine
L'octantaine"	(Approximate form of octante)
62	"Huitantaine
La huitantaine"	(Approximate form of huitante)
62	"Nonantaine
La nonantaine"	(Approximate form of nonante)
63	Veuillez	(Second-person plural imperative of vouloir)
63	Répéter	"To repeat
repeat"
63	Ceci	"This (Pronoun) (Cec...)
that"
63	Épeler	To spell (É…)
63	Occupé	Busy; taken; occupied (Adj) (Oc…)
63	"L'amitié
une amitié
amitié"	"Friendship, amity"
63	Patienter	To be patient; to wait patiently
63	"L'argent
argent"	Money; silver
63	La carte de débit	Debit card
63	Le bureau de change	Exchage office
63	"Le bateau
un bateau
bateau"	Boat
63	La climatisation	Air conditioning (La c…)
63	Le péage	"(transport) toll, payment; toll booth"
63	Stationner	To park (bring to a halt) (St…)
63	"L'essence
une essence
essence"	"Petrol, gas; (philosophy, theology) essence"
63	"La douane
une douane
douane"	Customs
63	"L'avocat
un avocat
avocat"	"Lawyer
sollicitor
barrister
attorney"
63	L'auberge de jeunesse	Youth hostel
63	Le terrain de camping	Campground
63	"Le logement
un logement
logement"	Accommodation
63	La réservation	"Reservation, booking"
63	Par avance	In advace (Par a…)
63	Fonctionner	"To function
function"
63	"La couverture
une couverture
couverture"	Blanket
63	La serviette	Napkin
63	L'erreur	Error (feminine)
63	Les objets de valeur	Objects of value
63	Recommander	"To recommend, to endorse; to command, to order (Rec…)"
63	"La recommandation
recommandation
une recommandation"	Recommendation
63	Potable	"Potable, drinkable; (colloquial) OK, passable. (Adj)"
63	L'appartement	"Apartment, flat"
63	Louer	"To rent
rent"
63	L'hospitalité	Hospitality
63	"La vaisselle
une vaisselle
vaisselle"	"Crockery, tableware"
63	"La poubelle
une poubelle
poubelle"	"Rubbish; bin, trash can
garbage can
rubbish bin"
63	Remercier	To thank (someone); (euphemistic) to fire (an employee)
63	Amicalement	Friendly (in a friendly manner) (Adv) (Am…)
63	Cordialement	"Cordially; (used to end a letter) regards, yours sincerely (Adv)"
63	Le commissariat de police	Police station
63	"La monnaie
une monnaie
monnaie"	Change (coins)
63	Le reçu	Receipt
63	"Le sac
un sac
sac"	Bag
63	Baisser	"To lower
lower"
63	Le sous-vêtement	"Undergarment, piece of underwear"
63	"Le renseignement
un renseignement
renseignement"	"Information
piece of information"
63	"Serré
serrée"	Tight (Adj)
63	Le plan de la ville	Map of the city
63	Le guide de conversation	Phrasebook
63	Allô	"(telephony) used to confirm that the person being addressed is listening, or to confirm if anyone is listening (Interjection)"
63	Le chargeur	(Electrical) Charger
63	Le portable	Cell phone; laptop
63	La carte SIM	SIM card
63	L'ONU	The UN
63	L'Organisation des Nations unies	The United Nations (Organization of United Nations)
63	L'interprète	(translation studies) interpreter (as opposed to translator) (Interpreter)
63	"Le collègue
un collègue
collègue"	Colleague (can be male or female)
63	Les endroits touristiques	Tourist places
63	"Le tourisme
un tourisme
tourisme"	Tourism
63	"Le plaisir
un plaisir
plaisir"	Pleasure
63	Tutoyer	(transitive) to thou (to address (someone) using the informal second-person pronoun tu rather than the formal vous)
63	Vouvoyer	"(transitive) to address someone using the formal pronoun vous rather than the informal tu, to use the V-form, to ""you"" (as opposed to ""to ""thou"""")"
63	Formidable !	Tremendous!
63	Blaguer	"To joke, to joke about (Bl…)"
63	"Le métier
un métier
métier"	"Trade, occupation, job"
63	La licence	Bachelor's degree (more accurately in France Bac+3)
63	Célibataire	Single (without a life partner) (Adj)
63	"Le loisir
un loisir
loisir"	Leisure
63	Sous-titré	Subtitled (Adj)
63	"Félicitations !
Félicitations!
Félicitations"	Congratulations!
63	"Joyeux anniversaire !
Joyeux anniversaire
Joyeux anniversaire!"	Happy Birthday
63	"Joyeuses Pâques !
Joyeuses Pâques!
Joyeuses Pâques"	Happy Easter
63	"Joyeux Noël !
Joyeux Noël!
Joyeux Noël"	Merry Christmas
63	"Le sommeil
un sommeil
sommeil"	Sleep
63	Navré	"Sorry! (a heartfelt apology, usually for a death, loss, etc.) (Interjection)"
63	Les droits des animaux	Rights of animals
63	Grave	Serious; solemn (Adj) (Gr…)
63	"La religion
religion
une religion"	Religion
63	L'athée	Atheist
63	"Le musulman
musulmane"	Muslim
63	"Le chrétien
chrétienne"	Christian
63	"Le croyant
un croyant
croyant"	Believer
63	"Le dieu
un dieu
dieu"	God
63	"Interdit
interdite"	"Prohibited, forbidden (Adj)"
63	"Le sac à dos
un sac à dos
sac à dos"	"Rucksack, backpack"
63	"Le portefeuille
portefeuille
un portefeuille"	Wallet
63	"L'ambassade
une ambassade
ambassade"	Embassy
63	Le consulat	Consulate (the residency of a consul)
63	"Le médecin
un médecin
médecin"	"Doctor, GP
general practitioner
family doctor"
63	La fièvre jaune	Yellow fever
63	Fumer	"To smoke
smoke"
63	Allergique	Allergic (Adj)
63	"Inquiet
inquiète"	Worried; anxious (Adj)
63	Faible	"Weak, frail (Adj)
feeble"
63	Le vertige	"Dizziness, vertigo (V…)"
63	La nausée	Nausea
63	Le frisson	"A shiver or thrill of fright that can be strangely pleasurable, as when reading good horror fiction; An experience of intense excitement"
63	La diarrhée	Diarrhea (medical condition)
63	"La coutume
une coutume
coutume"	Custom
63	Montrer	"To show
show"
63	La littérature	Literature
63	L'anthropologie	Anthropology
63	Les langues étrangères	Foreign languages
63	L'Afrique subsaharienne	Subsaharan Africa
63	La Voïvodine	Vojvodina
63	Souvent	Often (Adv)
63	Rarement	Rarely (Adv)
63	Les langues indigènes	Indigenous languages
63	"En ce qui concerne
En ce qui concerne..."	"Concerning, as to, as far as ... is concerned (Preposition)"
63	"En ce qui me concerne
En ce qui me concerne..."	As far as I'm concerned
63	Poser une question	To ask a question (P...une q...)
63	"À mon avis…
À mon avis"	In my opinion…
63	Inquiéter	"To worry; (reflexive) to be worried, to worry
worry"
63	"Le souci
souci
un souci"	Worry (S...)
63	"Reconnaissant
reconnaissante"	Grateful (Adj)
63	Acharné	Fierce; relentless (Adj)
63	Le bosseur	Hard worker (can also be an adjective meaning hardworking) (B…)
63	Le bout	"End, extremity, tip (of a physical object)"
63	Le locuteur natif	Native speaker
63	Le débutant	"Debutant, newbie, beginner"
63	"Débuter
commencer"	"To begin (D...)
begin
to start
to start off
to start out
to make one's debut
start
start off
start out
;ake one's debut"
63	Améliorer	"To improve
improve
to make better
make better"
63	Le doctorat	Doctorate
63	Gérer	"To manage
manage"
63	La métropole	"(Europe, only with definite article) Continental France, not including its various oversea territories"
64	Longtemps	"A long time (Adv) (L...)
a long while
long"
64	Fermé	"Shut, closed (Adj)"
64	Vieux	Old (Adj) (V…)
64	Pauvre	Poor (Adj)
64	"Mauvais
mauvaise"	Bad (Adj)
64	"Sec
sèche"	Dry (Adj)
64	"Lent
lente"	Slow (Adj)
64	Bas	Low (Adj)
64	Vide	Empty (Adj)
64	Mou	"Soft, pliable (Adj)"
64	Maigre	"Meagre, skinny, lean (Adj) (M…)"
64	Court	Short (Adj)
64	Bon marché	"Cheap, inexpensive (Adj) (Bon ma…)"
64	Foncé	(of a colour) dark (having a dark shade) (Adj)
64	Lourd	Heavy (Adj)
64	"Laid
laide"	Ugly (Adj) (L...)
64	Triste	Sad
64	Discuter	"To discuss, to talk about
discuss
talk about"
64	Nager	"To swim
swim"
64	Se marier	"To get married
get married"
64	Naître	"To be born
be born"
64	Neiger	(impersonal) To snow
64	Lire	"To read
read"
65	"L'amitié
une amitié
amitié"	"Friendship, amity"
65	Précis	"Precise, exact (Adj)"
65	Précisément	Precisely (Adv) (Pr…)
65	La piste	Track; trail (P…)
65	L'ami d'enfance	Childhood friend
65	L'ami du sexe opposé	Friend of the opposite sex
65	Le témoignage	Testimony (Té…)
65	Le sondage	"Poll, survey (S…)"
65	"Moyen
moyenne"	Average (Adj)
65	La moyenne	"(mathematics) average, mean (M…)"
65	La confiance	"Confidence, trust (C…)"
65	Partager	To share (P…)
65	Le pote	"(Informal) Mate, buddy (P…)"
65	Raconter	To recount; to tell; to narrate (Rac…)
65	Le meilleur ami	Best friend (M…a…)
65	En avoir marre	"(informal) (transitive with de) to be fed up (with), to have had it, to be sick and tired (of) (En avoir mar...)"
65	L'ami toxique	Toxic friend
65	Patient	Patient (Adj)
65	"L'impatience
une impatience
impatience"	Impatience
65	"Impatient
impatiente"	Impatient (Adj)
65	"La patience
une patience
patience"	Patience
65	La compétence	Competence (Co…)
65	La tolérance	Tolerance (T…)
65	Passionnant	Evoking passion or enthusiasm (Adj) (Pas…)
65	Intéressant	Interesting (Adj)
65	L'autorité	Authority
65	La disponibilité	Availability (D…)
65	Agressif	Agressive (Adj) (A…)
65	La curiosité	Curiosity (C…)
65	Généreux	Generous (Adj)
65	Chaleureux	"Warm, agreeable (Adj) (Chal…)"
65	La froideur	"Coldness, cold (Fr…)"
65	L'égoïsme	Egoism (tendency to think of self) (Ég…)
65	L'humour	Humor (H…)
66	Brutal	Brutal (Adj)
66	Agressif	Agressive (Adj) (A…)
66	Naturel	Natural (Adj)
66	Clair	Clear (Adj)
66	Distinct	Distinct (Adj)
66	Sincère	Sincere (Adj)
66	Simple	Simple (Adj)
66	"Sec
sèche"	Dry (Adj)
66	Régulier	Regular (Adj)
66	"Long
longue"	"Long (Adj) (L...)
lengthy"
66	Mou	"Soft, pliable (Adj)"
66	"Léger
légère"	Light (Adj) (Lég...)
66	Actif	Active (Adj)
66	Passif	Passive (Adj)
66	Fou	"Mad, crazy (Adj) (F…)"
66	Naïf	Naive (Adj)
66	Affectueux	Affectionate (Adj)
66	Doux	Sweet (Adj)
66	Premier	First (Adj)
66	Frais	Fresh (Adj)
66	Fier	Proud (Adj)
66	La façon	Way; manner; fashion
66	Répondre	"To answer
answer
to reply
reply"
66	Jamais	(with ne) never; ever (Adv)
66	"La manière
une maniére
maniére"	Manner (M...)
66	Adresser	"To address
address"
66	La méchanceté	"Nastiness, malice, wickedness (La m…)"
66	Coquin	Mischievous (Adj)
66	La blague	Joke
66	Blaguer	"To joke, to joke about (Bl…)"
66	Timide	"Timid, shy (Adj) (T…)"
66	Vif	"Keen, sharp; lively (Adj)"
66	Sage	Wise (Adj) (S…)
66	Obéir	To obey
66	Féliciter	To congratulate
66	Rebelle	Rebellious (Adj)
66	La thèse de doctorat	Doctor's thesis
67	Le suicide	Suicide
67	La bouteille de vin	Bottle of wine
67	En fait	(modal) actually; in fact (really) (En f...)
67	En réalité	"In reality, in practice, in truth, in actuality, actually, really (En r...)"
67	Assez	Enough (Adv) (Ass...)
67	Assembler	To assemble (Ass...)
67	Le livre de classe	"Classbook, textbook (Le livre de cl...)"
67	Déménager	"(intransitive) to move house, to leave a house (Dém...)"
67	Emménager	To move in (to a new home) (Emm...)
67	Le manuel d'arabe standard moderne	Textbook of Modern Standard Arabic
68	La prononciation	Pronunciation
68	Correctement	Correctly (Adv) (C...)
68	Proprement	Properly; cleanly (in a way that's not dirty) (Adv) (Prop...)
68	Convenablement	Appropriately; accordingly; suitably (Adv) (Con...)
68	Correct	Correct (Adj) (C...)
68	Incorrectement	Incorrectly (Adv) (In...)
68	Parfaitement	Perfectly (Adv)
68	Exactement	Exactly (Adv)
68	L'erreur	"Mistake, error (E...)"
68	Erroné	"Erroneous, mistaken (Adj)"
68	Imparfait	"Imperfect, flawed (Adj) (Imp...)"
68	Imparfaitement	Imperfectly (Adv) (Imp...)
68	Balbutier	To stammer; to stutter (Balb...)
68	Bégayer	To stammer (Bég...)
69	Les langues ouraliennes	Uralic languages
69	Les langues slaves	Slavic languages
69	Les langues indigènes	Indigenous languages
69	Les langues étrangères	Foreign languages
69	Les langues slaves méridionales	South Slavic languages
69	Les langues slaves orientales	East-Slavic languages
69	Les langues slaves occidentales	West-Slavic languages
69	Les langues italiques	Italic languages
69	Les langues latino-falisques	Latino-Faliscan languages
69	Les langues romanes	Romance languages
69	Les langues germaniques	Germanic languages
69	Les langues indo-européennes	Indo-European languages
69	Les langues anatoliennes	Anatolian languages
69	Les langues balto-slaves	Balto-Slavic languages
69	Les langues celtiques	Celtic languages
69	Les langues helléniques	Hellenic languages
69	Les langues indo-iraniennes	Indo-Iranian languages
69	Les langues tokhariennes	Tocharian languages
69	Les langues d'oïl	The langues d'oïl
69	Les langues gallo-romanes	Gallo-Romance languages
69	Les langues fenniques	Finnic languages
69	Les langues ougriennes	Ugric languages
69	Les langues finno-ougriennes	Finno-Ugric languages
69	Les langues indo-aryennes	Indo-Aryan languages
69	Les langues iraniennes	Iranian languages
69	Les langues dravidiennes	Dravidian languages
69	Les langues austronésiennes	Austronesian languages
69	Les langues sino-tibétaines	Sino-Tibetan languages
69	Les langues taï-kadaï	Tai-Kadai languages
69	Les langues des Andaman	Andamanese languages
69	Les langues turciques	Turkic languages
69	Les langues mongoles	Mongolic languages
69	Les langues toungouses	Tungusic languages
69	Les langues afro-asiatiques	Afro-Asiatic languages
69	Les langues chamito-sémitiques	Hamito-Semitic languages
69	Les langues berbères	Berber languages
69	Les langues tchadiques	Chadic languages
69	Les langues couchitiques	Cushitic languages
69	Les langues omotiques	Omotic languages
69	Les langues sémitiques	Semitic languages
69	Les langues nigéro-congolaises	Niger-Congo languages
69	Les langues atlantico-congolaises	Atlantic-Congo languages
69	Les langues sénégambiennes	Senegambian languages
69	Les langues bénoué-congolaises	Benue–Congo languages
69	Les langues bantoïdes méridionales	Southern Bantoid languages
69	Les langues bantoues	Bantu languages
69	Les langues mandées	Mande languages
69	Les langues mandingues	Manding languages
69	Les langues dogon	Dogon languages
69	Les langues kordofaniennes	Kordofanian languages
69	Les langues nilo-sahariennes	Nilo-Saharan languages
69	Les langues sahariennes	Saharan languages
69	Les langues na-dené	Na-Dene languages
69	Les langues dené-ienisseïennes	Dené–Yeniseian languages
69	Les langues algiques	Algic languages
69	Les langues mayas	Maya languages
69	Les langues uto-aztèques	Uto-Aztecan languages
69	Les langues tupi-guarani	Tupi–Guarani languages
69	Les langues arawakiennes	Arawakan languages
69	Les langues khoïsan	Khoisan languages
69	Les langues vasconiques	Vasconic languages
69	Les langues austroasiatiques	Austroasiatic languages
69	Les langues kartvéliennes	Kartvelian languages
69	Les langues caucasiennes du Nord-Est	Northeast Caucasian languages
69	Les langues caucasiennes de l'ouest	Northwest Caucasian languages
70	Le latin	Latin language
70	Le latin classique	Classical Latin
70	Le latin vulgaire	Vulgar Latin
70	Le grec ancien	Ancient Greek
70	Le grec moderne	Modern Greek
70	L'ancien français	Old French
70	Le moyen français	Middle French
70	L'égyptien ancien	Ancient Egyptian
70	Le copte	Coptic language
70	Le moyen égyptien	Middle Egyptian
70	Le méroïtique	Meroitic language
70	L'ancien nubien	Old Nubian
70	L’arabe standard moderne	Modern Standard Arabic
70	L’arabe classique	Classical Arabic
70	L'arabe soudanais	Sudanese Arabic
70	L'arabe égyptien	Egyptian Arabic
70	L'arabe levantin	Levantine Arabic
70	L'arabe maghrébin	Maghrebi Arabic
70	Le maltais	Maltese language
70	Le macédonien	Macedonian language
70	Le bulgare	Bulgarian language
70	Le tchèque	Czech language
70	Le slovaque	Slovak language
70	L'abkhaze	Abkhaz language
70	Le soninké	Soninke language
70	Le hindi	Hindi language
70	L'ourdou	Urdu language
70	L'irlandais	Irish language
70	Le basque	Basque language
70	Le breton	Breton language
70	Le sumérien	Sumerian language
70	Le khmer	Khmer language
70	Le vietnamien	Vietnamese language
70	Le mandarin	Mandarin language
70	Le cantonais	Cantonese language
70	Le roumain	Romanian language
70	Le moldave	Moldovan language
70	Le chtokavien	Shtokavian
70	Le tchakavien	Chakavian
70	Le kaïkavien	Kajkavian
70	Le dioula	Dyula language
70	Le malgache	Malagasy language
70	L'afrikaans	Afrikaans language
70	L'islandais	Icelandic language
70	Le vieux norrois	Old Norse
70	Le vieil anglais	Old English
70	Le moyen anglais	Middle English
70	L’anglais moderne naissant	Early Modern English
70	Le normand	Norman language
70	Le pendjabi	Punjabi language
70	Le thaï	Thai language
70	Le créole haïtien	Haitian Creole
70	Le mongol	Mongolian language
70	Le kurde	Kurdish language
70	L’hébreu	Hebrew language
70	L'araméen	Aramaic language
70	Le géorgien	Georgian language
70	L'arménien	Armenian language
70	Le tchétchène	Chechen language
70	Le persan	Persian language
70	Le sango	Sango language
70	Le navajo	Navajo language
70	Le zoulou	Zulu language
70	Le guègue	Gheg language
70	Le tosque	Tosk language
70	Le gagaouze	Gagauz language
71	Reconnaître	To recognize (R...)
71	L'état non reconnu	Unrecognized state
71	Le moldave	Moldovan language
71	La Moldavie	Moldova
71	La Transnistrie	Transnistria
71	Le rouble de Transnistrie	Transnistrian ruble
71	La citoyenneté	Citizenship
71	La double citoyenneté	Dual citizenship
71	La citoyenneté multiple	Multiple citizenship
71	La double nationalité	Dual nationality (this is the most common phrasing)
71	L’Abkhazie	Abkhazia
71	La république d'Artsakh	Republic of Artsakh
71	L'Ossétie du Sud-Alanie	Republic of South Ossetia – The State of Alania
71	La République populaire de Lougansk	Luhansk People's Republic
71	La république populaire de Donetsk	Donetsk People's Republic
71	La Gagaouzie	Gagauzia
71	L'Union soviétique	Soviet Union
71	L'indépendance	Independence
71	L'autonomie	Autonomy
72	Le miracle	Miracle
72	Communiquer	To communicate
72	La surprise	Surprise
72	Inattendu	Unexpected (Adj) (Ina...)
72	Inhabituel	"Unusual, uncustomary (Adj)"
72	"Anormal
anormale"	Abnormal (Adj)
72	Effrayé	Afraid (Adj)
72	L'arbre	Tree
72	La peau	Skin
72	La salutation	Greeting (Saluta...)
72	Décrire	To describe
72	Têtu	"Stubborn, headstrong"
72	Joindre	To join
72	Inscrire	"To inscribe; (reflexive) to sign up, register"
72	L'oreiller	Pillow
72	Le gant	Glove
72	"Le souci
souci
un souci"	Worry (S...)
72	La formalité	Formality
72	Tuer	To kill
72	Pleurer	"To cry, to weep"
72	L'écharpe	Scarf
72	La génétique	Genetics
72	L'interrupteur	Switch (like a lightswitch)
72	Le chargeur	(Electrical) Charger
72	La prise	"Electrical socket, wall socket"
72	L'ennemi	Enemy
72	Le pari de Pascal	Pascal's Wager
73	La typologie linguistique	Linguistic typology
73	La description linguistique	Descriptive linguistics
73	La langue fusionnelle	Fusional language
73	La langue agglutinante	Agglutinative language
73	La langue synthétique	Synthetic language
73	La langue polysynthétique	Polysynthetic language
73	Le langage naturel	Natural language
73	La langue analytique	Analytic language
73	La linguistique comparée	Comparative linguistics
73	La linguistique historique	Historical linguistics
73	La superfamille	Superfamily
73	La macrofamille	Macrofamily
73	L'isolat	Isolate
73	La langue en voie de disparition	Endangered language
73	La langue morte	Dead language
73	Le dictionnaire	Dictionary
73	Le lexique	Lexicon; vocabulary
73	Le créole	Creole language
73	Le pidgin	Pidgin
73	La description	Description
73	La langue tonale	Tonal language
74	La novlangue	Newspeak
74	Attrayant	Attractive (Adj) (Attray...)
74	Éloquent	Eloquent (Adj)
74	Grammaticalement correct	Grammatically correct
74	Le locuteur natif	Native speaker
74	Les lunettes	Glasses
74	Le cynisme	Cynicism
74	Traduire	"To translate
translate"
74	Oublieux	Forgetful (Adj)
75	L'accent américain	American accent
75	Décrire	To describe
75	La monophtongue	"(phonetics, phonology) monophthong"
75	La diphtongue	"(phonetics, phonology) diphthong"
75	La triphtongue	"(phonetics, phonology) triphthong"
75	La tétraphtongue	"(phonetics, phonology) tetraphthong"
75	L'aspiration	(Phonetics) Aspiration
75	Aspiré	Aspirated (Adj)
75	Le mode d'articulation	Manner of articulation
75	Le point d’articulation	Place of articulation
75	Le canal vocal	Vocal tract
75	La prononciation	Pronunciation
76	L'amour	Love
76	Les Balkans	The Balkans
76	L'homme d'État	Statesman
76	L'entre-deux-guerres	Interwar period
76	La Seconde Guerre mondiale	Second World War
76	La guerre froide	The Cold War
76	La guerre civile	Civil War
76	La neutralité	Neutrality
76	Le président à vie	President for life
76	Le chef d'État	Head of state
76	Le mouvement des non-alignés	Non-Alignment Movement
76	L'Union européenne	European Union
76	La fédération du Mali	Federation of Mali
76	Le drapeau	Flag
76	Le Soudan français	French Sudan
76	La monogamie	Monogamy
76	Les Songhaïs	The Songhai
76	L’Afrique de l’Ouest	West Africa
76	Le Moyen Âge	Middle Ages
76	Le commerce transsaharien	Trans-Saharan trade
76	L'oued	Wadi
76	Tombouctou	Timbuktu
76	Le fleuve Niger	The River Niger
76	Les Touaregs	Tuaregs
76	La transhumance	Transhumance
76	L'anglicisme	Anglicism
76	Le tifinagh	Tifinagh
76	La cuisine mauritanienne	Mauritanian cuisine
77	L'apostasie	Apostasy
77	Le Judaïsme	Judaism
77	Le Juif	Jew (Male)
77	Le peul	Fula language
